participant_id,frame,t_l,med_rt_obs,p_ll_obs,med_rt_prd,p_ll_prd
85,delay,16,2.86,0.25,2.696225541202183,0.03803464850148236
85,delay,32,2.6399999999999997,0.25,2.954850409530683,0.2227358126059627
85,delay,64,2.94,0.45454545454545453,2.9672088710926094,0.7499131806791258
85,delay,128,2.335,0.8333333333333334,2.872020680711584,0.8887447667457844
85,date,2,3.725,0.16666666666666666,3.0279675054375352,0.13187969218732276
85,date,4,3.95,0.8333333333333334,3.174270712323592,0.751240381163117
85,date,8,3.35,0.75,3.1231334338239414,0.8122253427012394
85,date,16,3.325,0.6666666666666666,3.0311395139020285,0.9135448502717984
85,date,32,3.2750000000000004,1,2.833981350454918,0.9835929354895648
85,date,64,3.295,1,2.7201089328727512,0.993048086996884
85,date,128,2.775,1,2.6904408471038193,0.9944509983601947
89,delay,2,3.615,0,3.4823056811473236,0.08979305401745098
89,delay,4,2.435,0.25,3.3301141654638218,0.06785773944855303
89,delay,8,3.52,0,3.1232876678481056,0.04467522358971753
89,delay,16,2.6950000000000003,0,2.9510696312103724,0.03004009648103142
89,delay,32,3.79,0.09090909090909091,3.1138017829427933,0.04351502453742077
